,Name
6944, Oruj Institute of Higher Education
6945, Osaka Aoyama University
6946, Osaka City University
6947, Osaka College of Music
6948, Osaka Dental University
6949, Osaka Electro-Communication University
6950, Osaka Gakuin University
6951, Osaka Institute of Technology
6952, Osaka International University
6953, Osaka Jogakuin College
6954, Osaka Kawasaki Rehabilitation University
6955, Osaka Kyoiku University
6956, Osaka Medical College
6957, Osaka Ohtani University
6958, Osaka Prefecture University
6959, Osaka Sangyo University
6960, Osaka Seikei University
6961, Osaka Shoin Women's University
6962, Osaka University
6963, Osaka University of Arts
6964, Osaka University of Commerce
6965, Osaka University of Economics
6966, Osaka University of Economics and Law
6967, Osaka University of Health and Sport Sciences
6968, Osaka University of Human Sciences
6969, Osaka University of Pharmaceutical Sciences
6970, Osaka University of Tourism
6971, Osh Agrarian Institute
6972, Osh Humanitarian and Pedagogical Institute
6973, Osh State Law Institute
6974, Osh State University
6975, Osh Technological University
6976, OsloMet
6977, Osmania University
6978, Osmaniye Korkut Ata Üniversitesi
6979, Ostbayerische Technische Hochschule Amberg-Weiden
6980, Ostbayerische Technische Hochschule Regensburg
6981, Ostfalia Hochschule für angewandte Wissenschaften
6982, Ostravská univerzita
6983, Osun State University
6984, Otani University
6985, Otaru University of Commerce
6986, Otemae University
6987, Otemon Gakuin University
6988, Otgontenger University
6989, Otis College of Art and Design
6990, Otoch Manramba University
6991, Otsuma Women's University
6992, Ottawa University
6993, Otterbein University
6994, Otto-Friedrich-Universität Bamberg
6995, Otto-von-Guericke-Universität Magdeburg
6996, Ouachita Baptist University
6997, Oulun Seudun ammattikorkeakoulu
6998, Oulun yliopisto
6999, Our Lady of Fatima University
7000, Our Lady of the Lake University
7001, Overseas Chinese University
7002, Oxford Brookes University
7003, Ozark Christian College
7004, O'zbekiston Davlat Jahon Tillari Universiteti
7005, O'zbekiston davlat jismoniy tarbiya va sport universiteti
7006, O'zbekiston Davlat Konservatoriyasi
7007, O'zbekiston Davlat San'at va Madaniyat Instituti
7008, O'zbekiston Milliy Universiteti
7009, O'zbekiston Respublikasi Davlat soliq qo'mitasi huzuridagi Malaka oshirish markazi
7010, O'zbekiston xalqaro islom akademiyasi
7011, Özyegin Üniversitesi
7012, P P Savani University
7013, P.A. College
7014, P.K. University
7015, Pabna Science and Technology University
7016, Pace University
7017, Pacific Adventist University
7018, Pacific Lutheran University
7019, Pacific Medical University
7020, Pacific National University
7021, Pacific Northwest College of Art
7022, Pacific Oaks College
7023, Pacific State Medical University
7024, Pacific Union College
7025, Pacific University
7026," Pacific University, India"
7027, Pacifica Graduate Institute
7028, Pädagogische Hochschule Freiburg
7029, Pädagogische Hochschule Heidelberg
7030, Pädagogische Hochschule Karlsruhe
7031, Pädagogische Hochschule Kärnten
7032, Pädagogische Hochschule Ludwigsburg
7033, Pädagogische Hochschule Niederösterreich
7034, Pädagogische Hochschule Oberösterreich
7035, Pädagogische Hochschule Salzburg
7036, Pädagogische Hochschule Schwäbisch Gmünd
7037, Pädagogische Hochschule Steiermark
7038, Pädagogische Hochschule Tirol
7039, Pädagogische Hochschule Vorarlberg
7040, Pädagogische Hochschule Weingarten
7041, Pädagogische Hochschule Wien
7042, Padmashree Dr. D.Y. Patil Vidyapith
7043, Paglory University
7044, Pai Chai University
7045, Paine College
7046, Pakistan Institute of Development Economics
7047, Pakistan Institute of Engineering and Applied Sciences
7048, Pakistan Institute of Fashion and Design
7049, Pakokku University
7050, Paktia University
7051, Palamuru University
7052, Palawan State University
7053, Palestine Ahliya University
7054, Palestine College of Nursing
7055, Palestine Polytechnic University
7056, Palestine Technical College
7057, Palestine Technical College Arroub
7058, Palestine Technical University Kadoorie
7059, Palm Beach Atlantic University
7060, Palm Beach State College
7061, Palo Alto University
7062, Palucca Hochschule für Tanz Dresden
7063, Pamantasan ng Lungsod ng Maynila
7064, Pamir Institute of Higher Education
7065, PAMO University of Medical Sciences
7066, Pamukkale Üniversitesi
7067, Pan Africa Christian University
7068, Pan-Atlantic University
7069, Pandit Deendayal Petroleum University
7070, Pandit Deendayal Upadhyaya Shekhawati University
7071, Pandit Ravishankar Shukla University
7072, Paneurópska vysoká škola
7073, Panevežio kolegija
7074, Panevropski univerzitet Apeiron
7075, Pangasinan State University
7076, Panglong University
7077, Panha Chiet University
7078, Panjab University
7079, Paññasastra University of Cambodia
7080, Pannon Egyetem
7081, Panstwowa Uczelnia Stanislawa Staszica w Pile
7082, Panstwowa Uczelnia Zawodowa im. Ignacego Moscickiego w Ciechanowie
7083, Panstwowa Wyzsza Szkola Informatyki i Przedsiebiorczosci w Lomzy
7084, Panstwowa Wyzsza Szkola Zawodowa w Chelmie
7085, Panstwowa Wyzsza Szkola Zawodowa w Walczu
7086, Panteion University
7087, Panzhihua University
7088, Papua New Guinea University of Technology
7089, Paracelsus Medizinische Privatuniversität
7090, Paragon International University
7091, Pardee RAND Graduate School
7092, Park University
7093, Parker University
7094, Partido State University
7095, Parul University
7096, Parwan University
7097, Pasig Catholic College
7098, Pathein University
7099, Pathumthani University
7100, Pathumwan Institute of Technology
7101, Patna University
7102, PATTS College of Aeronautics
7103, Patuakhali Science and Technology University
7104, Paul Quinn College
7105, Paul Smith's College
7106, Paul University
7107, Pavlodar State Pedagogical University
7108, Pavlov First Saint Petersburg State Medical University
7109, Payam Institute of Higher Education
7110, Payap University
7111, Pázmány Péter Katolikus Egyetem
7112, PDM University
7113," PDPM Indian Institute of Information Technology, Design and Manufacturing"
7114, PEC University of Technology
7115, Pécsi Tudományegyetem
7116, Pedagogical Institute of Panjakent
7117, Pedagogical Institute of Vardenis
7118, Peirce College
7119, Peking Union Medical College
7120, Peking University
7121, Penn State College of Medicine
7122, Penn State University
7123, Pennsylvania Academy of the Fine Arts
7124, Pennsylvania College of Art and Design
7125, Pennsylvania College of Health Sciences
7126, Pennsylvania College of Technology
7127, Pensacola State College
7128, Pentecost University College
7129, Pentecostal Life University
7130, Penza State Agricultural Academy
7131, Penza State Technological University
7132, Penza State University
7133, Penza State University of Architecture and Construction
7134, Peoples' Friendship University n.a. AS. Batyrov
7135, People's Public Security University of China
7136, People's University
7137, Peoples University of Medical and Health Sciences for Women
7138, Pepperdine University
7139, Perdana University
7140, Peres Academic Center
7141, Pereyaslav-Khmelnitsky State Pedagogical University
7142, Perez University College
7143, Periyar Maniammai Institute of Science and Technology
7144, Periyar University
7145, Perm State Academy of Medicine
7146, Perm State Pedagogical University
7147, Perm State Technical University
7148, Perm State University
7149, Persian Gulf University
7150, Peru State College
7151, PES University
7152, Peshgam Institute of Higher Education
7153, Peter the Great St.Petersburg Polytechnic University
7154, Petre Shotadze Tbilisi Medical Academy
7155, Petro Tchaikovsky National Music Academy of Ukraine
7156, Petroleum University of Technology
7157, Petrozavodsk State Conservatory
7158, Petrozavodsk State University
7159, Pfeiffer University
7160, Pharos University in Alexandria
7161, Phetchabun Rajabhat University
7162, Phetchaburi Rajabhat University
7163, Philadelphia University
7164, Philander Smith College
7165, Philippine Christian University
7166, Philippine Normal University
7167, Philippine School of Business Administration
7168, Philipps-Universität Marburg
7169, Philosophisch-Theologische Hochschule Münster
